id,rated,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,opening_eco,opening_name,opening_ply
aG0wK3mX,FALSE,6,resign,white,15+15,canexd,1104,ahmedyousry29,1228,A20,English Opening: King's English Variation,2
2F8zcvKW,FALSE,94,mate,black,15+15,canexd,1104,rompirio,1419,A41,Modern Defense,6
MoFeiCeO,FALSE,29,resign,white,15+15,canexd,1104,elchidowan,1069,A20,English Opening: King's English Variation,2
Q4ViPsI7,FALSE,68,mate,black,15+15,canexd,1104,alfredenewman,1300,C44,King's Pawn Game: Dresden Opening,5
SAYenFeI,FALSE,50,resign,white,15+15,canexd,1104,sethsahin,1500,A10,English Opening: Great Snake Variation,2
lewGzal8,FALSE,38,mate,black,15+15,canexd,1104,voskresensk,1248,A10,English Opening,1
5UuZdbiU,FALSE,28,mate,black,15+15,canexd,1104,tousfa,1226,A10,English Opening: Anglo-Lithuanian Variation,2
Vv4nc5aJ,FALSE,82,resign,white,15+15,canexd,1104,zangetsu-sama,1139,A40,English Defense,4
5yPiABLZ,FALSE,18,resign,white,15+15,canexd,1104,fasoidelamon,1337,A10,English Opening: Anglo-Scandinavian Defense,2
nl3VVbHD,FALSE,63,mate,white,15+15,canexd,1104,nathanielwalpole,1017,E00,Indian Game: Seirawan Attack,5
GN9cq680,FALSE,58,mate,black,15+15,canexd,1104,darknight11-11,1290,D00,Queen's Pawn Game,2
5AlnpzG5,FALSE,44,resign,black,15+15,obinmon,1273,canexd,1104,C50,Italian Game,5
5ZdJmkLx,FALSE,35,mate,white,15+5,levilnoob,1500,canexd,1104,C41,Philidor Defense,5
anRsMj8N,FALSE,87,mate,white,15+5,doublequestionmark,1481,canexd,1104,C41,Philidor Defense,5
oEdNmamb,FALSE,64,outoftime,black,15+5,canexd,1104,danielmagalhaes,1500,D02,Queen's Pawn Game: Zukertort Variation,3
eJcnxQR0,FALSE,36,mate,black,15+5,danielmagalhaes,1500,canexd,1104,C20,King's Pawn Game: Leonardis Variation,3
MN2rMSWq,FALSE,29,mate,white,15+5,pastorieschaken,1356,canexd,1104,C55,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
mNXdsLja,FALSE,93,resign,white,15+5,in3movez,1024,canexd,1104,C24,Bishop's Opening: Berlin Defense,4
s38SlKGB,FALSE,57,mate,white,15+5,simba9,1336,canexd,1104,D00,Queen's Pawn Game,2
qNTu76Mb,FALSE,53,mate,white,15+5,stare_spb,1500,canexd,1104,A00,Mieses Opening,1
yp4eywfv,FALSE,42,mate,black,15+5,canexd,1104,angel1156,1430,A45,Indian Game,2
7OkcsUyG,FALSE,51,mate,white,15+5,angel1156,1430,canexd,1104,C77,Ruy Lopez: Morphy Defense |  Tarrasch Variation,9
H7kRRz9R,FALSE,77,mate,white,15+5,emperorspride,1408,canexd,1104,C41,Philidor Defense #3,5
bh4RLGN7,FALSE,21,mate,white,15+5,emperorspride,1408,canexd,1104,C57,Italian Game: Two Knights Defense |  Knight Attack,7
9JXwJ6oo,FALSE,43,outoftime,white,15+5,travadja,1499,canexd,1104,C23,Bishop's Opening,3
gVzZMAgF,FALSE,81,outoftime,white,15+5,dieg-g,1412,canexd,1104,C50,Italian Game,5
KKWnZsPO,FALSE,94,mate,black,180+0,dynamic_doogle,1072,posra,1231,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
yHUUC2i5,TRUE,92,mate,black,15+15,posra,1245,askesis,1264,B21,Sicilian Defense: Smith-Morra Gambit #2,3
8dQ1BbRw,TRUE,29,mate,white,15+15,posra,1233,loveoken,1174,C27,Vienna Game,3
qzUtYBv3,TRUE,78,mate,black,15+15,posra,1251,lorenzoberv,1177,B21,Sicilian Defense: Smith-Morra Gambit #2,3
kfsgqRyN,TRUE,124,draw,draw,15+15,lorenzoberv,1174,posra,1254,A45,Trompowsky Attack,3
JbLGK2Pv,TRUE,59,mate,white,15+15,posra,1225,kadlekins,1252,C48,Four Knights Game: Spanish Variation |  Classical Variation,8
iTDN0a3m,TRUE,11,mate,white,15+15,posra,1216,emaorozco,1041,C42,Russian Game: Damiano Variation,6
tZYuBqzQ,TRUE,66,mate,black,15+15,corteswwr,1007,posra,1208,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
1dZuh1MF,TRUE,58,mate,black,15+15,posra,1226,macedonio,1198,B00,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5
sfuKhsY4,TRUE,41,mate,white,15+15,nemrod_44,1277,posra,1241,B01,Scandinavian Defense,2
sFsiJ3y6,TRUE,49,resign,white,15+15,posra,1233,seo406,1013,C00,French Defense: Normal Variation,3
k2rA9ujF,TRUE,45,resign,white,15+15,posra,1225,kripso,1014,A06,Zukertort Opening: Tennison Gambit,3
Yawe8TEI,TRUE,110,mate,black,15+15,kripso,1026,posra,1215,B01,Scandinavian Defense: Main Line,6
TCp1pG9Z,TRUE,52,draw,draw,15+0,thelostunicorn,1339,nikosvour,1339,C00,French Defense: Queen's Knight,3
A7ywZFZL,FALSE,17,resign,white,15+0,jim-in-texas-usa,1390,thelostunicorn,1339,D00,Queen's Pawn Game #2,3
VJRgsrox,FALSE,98,resign,black,10+0,thelostunicorn,1339,perrodo,1243,C40,Elephant Gambit,4
wXLDLB77,TRUE,68,mate,black,10+1,csc1963,1327,thelostunicorn,1327,A00,Van't Kruijs Opening,1
4WPGlX9s,FALSE,52,resign,black,10+0,thelostunicorn,1327,yorgi53,1490,C46,Four Knights Game: Italian Variation,7
UQqoLxFe,FALSE,29,resign,white,10+0,reactorpj,1444,thelostunicorn,1327,D00,Queen's Pawn Game: Levitsky Attack,3
RkqwMuf6,FALSE,39,resign,white,10+0,thelostunicorn,1327,badjgule,1391,B25,Sicilian Defense: Closed Variation |  Traditional,4
n8kaYFjz,FALSE,7,resign,white,10+0,jfuzzell,1500,thelostunicorn,1327,B29,Sicilian Defense: Nimzowitsch Variation |  Advance Variation,5
x1TW7fAA,FALSE,32,resign,black,10+0,theexcellenterest,1500,thelostunicorn,1327,A43,Benoni Defense: Benoni Gambit Accepted,3
6gUtXRJI,TRUE,97,mate,white,10+0,thelostunicorn,1313,thebiba,1360,C46,Four Knights Game: Italian Variation,7
ccGGbgod,FALSE,14,resign,white,10+0,lemoniu,1500,thelostunicorn,1313,A43,Old Benoni Defense,2
q0VHfsib,FALSE,26,resign,white,10+0,tommy_hagen,958,thelostunicorn,1313,B32,Sicilian Defense: Open #2,6
eWSKkiIR,FALSE,38,resign,black,10+0,thelostunicorn,1313,indonesia8210,1500,C23,Bishop's Opening,3
ozxJJHwn,FALSE,11,resign,white,10+0,resource_unlimited,1223,thelostunicorn,1313,A00,Grob Opening,1
gY65a8UE,FALSE,84,resign,white,10+0,lordf,1291,thelostunicorn,1313,B30,Sicilian Defense: Old Sicilian,4
6eutPcFj,FALSE,9,mate,white,10+0,thelostunicorn,1313,jacobopavia,1500,C42,Russian Game: Damiano Variation,6
yMIwipGQ,FALSE,9,mate,white,10+0,jacobopavia,1500,thelostunicorn,1313,B25,Sicilian Defense: Closed Variation |  Traditional,4
lD4FIWbe,FALSE,33,resign,white,10+0,thelostunicorn,1313,alec2005,1239,B01,Scandinavian Defense: Modern Variation #2,4
2UO4M4JH,FALSE,56,resign,black,10+0,thelostunicorn,1313,maluighen,1500,C00,French Defense: Queen's Knight,3
ItXQr3sr,FALSE,17,mate,white,10+0,thenagshead,1428,thelostunicorn,1313,B30,Sicilian Defense: Old Sicilian,4
gVy6GEka,FALSE,73,outoftime,white,10+0,thelostunicorn,1313,bash21,1078,C41,Philidor Defense #2,4
owJJh1sQ,FALSE,35,mate,white,10+0,okportenko,1307,thelostunicorn,1313,B30,Sicilian Defense: Old Sicilian,4
nqwsLw3F,FALSE,30,resign,black,10+0,thelostunicorn,1313,alemiha,1500,B50,Sicilian Defense,4
THukc4w5,FALSE,27,mate,white,10+0,thelostunicorn,1313,thiago_garcia,1399,C46,Four Knights Game,6
jtqmEMiE,FALSE,77,mate,white,10+0,hrynio92,1412,thelostunicorn,1313,B30,Sicilian Defense: Old Sicilian,4
Xv1zIbzW,TRUE,31,resign,white,30+0,fortuna01,1563,thelostunicorn,1318,B32,Sicilian Defense: Franco-Sicilian Variation,6
v9P3mAvx,TRUE,30,mate,black,9+0,thelostunicorn,1327,ringhals,1420,B20,Sicilian Defense: Bowdler Attack,3
fi3ZlwYP,TRUE,87,mate,white,9+0,ringhals,1412,thelostunicorn,1337,A10,English Opening: Anglo-Scandinavian Defense,2
mIKZCu7Y,FALSE,43,resign,white,10+10,thelostunicorn,1337,tscheezel,1382,B27,Sicilian Defense: Hyperaccelerated Dragon,4
m5C1V3h7,FALSE,60,resign,black,10+10,tscheezel,1382,thelostunicorn,1337,B40,Sicilian Defense: French Variation,4
7TtGO7DA,FALSE,36,mate,black,10+10,thelostunicorn,1337,tscheezel,1382,B27,Sicilian Defense,3
sIqG0ZRM,TRUE,77,mate,white,15+15,lastfermat,1516,shahndmat,1345,C50,Giuoco Piano,6
lDko3qDa,FALSE,56,resign,black,8+8,dj822,1418,tops123,2003,B01,Scandinavian Defense: Modern Variation #2,4
SYESqOWy,FALSE,44,resign,black,8+8,tops123,2003,dj822,1418,C25,Vienna Game: Max Lange Defense,4
gSlaVb0o,FALSE,31,resign,white,8+8,dj822,1418,tops123,2003,B14,Caro-Kann Defense: Panov Attack,10
CBQtNJTz,TRUE,54,resign,black,10+0,juncinmestrella,1787,pogo123,1749,C41,Philidor Defense #4,6
lVrVtbtK,TRUE,40,resign,black,10+0,juncinmestrella,1802,rodelitobrazal,1691,C00,French Defense: Knight Variation,3
h1IvnpwH,TRUE,18,resign,white,10+0,juncinmestrella,1799,sansebastian,1408,B10,Caro-Kann Defense: Two Knights Attack,5
aiTZVJzr,TRUE,137,mate,white,10+0,chess0158,2019,juncinmestrella,1805,C05,French Defense: Tarrasch Variation |  Closed Variation,6
5fnwzmqt,TRUE,38,mate,black,10+0,juncinmestrella,1812,bartsimpson6,1949,C56,Italian Game: Scotch Gambit |  Anderssen Attack,15
xzshdwaA,TRUE,73,mate,white,10+0,bflz,1757,juncinmestrella,1825,D06,Queen's Gambit Refused: Chigorin Defense |  Lazard Gambit,6
41T8PqHr,TRUE,141,mate,white,10+0,naster1,2150,juncinmestrella,1829,C00,French Defense: King's Indian Attack,3
3TiK8FZl,TRUE,124,resign,black,10+0,mhamed_basti,1766,juncinmestrella,1819,C05,French Defense: Tarrasch Variation |  Closed Variation,6
7WQXh1MK,TRUE,76,mate,black,10+0,juncinmestrella,1827,mariocrippa,1933,B20,Sicilian Defense: Bowdler Attack,3
cUCD00VT,TRUE,50,resign,black,10+0,juncinmestrella,1834,plumbeo,1994,B12,Caro-Kann Defense: Advance Variation |  Botvinnik-Carls Defense,6
dP1UxdgI,TRUE,48,mate,black,10+0,erhan,1590,juncinmestrella,1829,C02,French Defense: Advance Variation,8
wWKa0PcW,TRUE,76,mate,black,10+0,juncinmestrella,1844,chandu007,1731,C55,Italian Game: Scotch Gambit |  Janowski Defense,10
3WWMbHLi,TRUE,55,resign,white,10+0,mmaric,1723,juncinmestrella,1859,C00,French Defense #2,2
LHhLL6vY,TRUE,67,resign,white,10+0,juncinmestrella,1853,cch,1675,C55,Italian Game: Anti-Fried Liver Defense,6
WoPAKStE,TRUE,110,draw,draw,10+0,juncinmestrella,1859,bert-w,1674,C55,Italian Game: Two Knights Defense |  Max Lange Attack,11
5Vz7CpBg,TRUE,98,mate,black,10+0,vlada555,1834,juncinmestrella,1848,D00,Queen's Pawn Game: Levitsky Attack,3
2rCdFC9Y,TRUE,48,resign,black,10+0,nick_p,1804,juncinmestrella,1837,C00,French Defense: Knight Variation,3
jeaXUJ1g,TRUE,86,resign,black,10+0,juncinmestrella,1850,qxxxx,1811,C55,Italian Game: Deutz Gambit,9
5Gx0JqsI,TRUE,47,resign,white,10+0,juncinmestrella,1834,rezvik,1856,C00,French Defense: Knight Variation,3
NdCPoLkf,TRUE,104,mate,black,10+0,nik221107,1526,juncinmestrella,1830,C02,French Defense: Advance Variation,8
aUy84ain,TRUE,168,mate,black,10+0,vlada555,1843,juncinmestrella,1818,D00,Queen's Pawn Game: Levitsky Attack,3
SAG5M52q,TRUE,154,outoftime,black,10+0,juncinmestrella,1844,sosnovsky,1713,B32,Sicilian Defense: Open #3,7
l7E1pmu0,TRUE,90,draw,draw,10+0,eltrog,1845,juncinmestrella,1844,A13,English Opening: Agincourt Defense,2
SxrF1zEc,TRUE,73,mate,white,10+0,kerespaul,1728,juncinmestrella,1859,A01,Nimzo-Larsen Attack,1
gFKsyCYk,TRUE,26,resign,black,10+0,juncinmestrella,1865,da19,2076,B35,Sicilian Defense: Accelerated Dragon |  Modern Bc4 Variation,13
71jnYOUO,TRUE,79,mate,white,10+0,pietro41youtube,2096,juncinmestrella,1870,C00,French Defense: Steiner Variation,3
z5sScE2d,TRUE,71,mate,white,10+0,juncinmestrella,1860,selami011235,1800,B32,Sicilian Defense: Kalashnikov Variation,10
BgHYTafZ,TRUE,102,mate,black,10+0,lancel0t,1610,juncinmestrella,1856,C00,French Defense: Wing Gambit,7
Lh1ZeVsn,TRUE,75,outoftime,white,10+0,juncinmestrella,1846,panisaggg25,1778,B90,Sicilian Defense: Najdorf |  Lipnitsky Attack,11
nNaPEIJT,TRUE,77,draw,draw,10+0,eraldii,1936,juncinmestrella,1843,C02,French Defense: Advance Variation |  Milner-Barry Gambit,11
QTswmZv9,TRUE,23,resign,white,10+0,juncinmestrella,1842,vkmansftw,1300,C55,Italian Game: Deutz Gambit,9
SCBFMr9d,TRUE,34,mate,black,10+0,juncinmestrella,1862,schein-n,1556,C50,Italian Game: Schilling-Kostic Gambit,6
UhF1j540,TRUE,78,mate,black,10+0,kamil2009,1865,juncinmestrella,1850,C05,French Defense: Tarrasch Variation |  Closed Variation #2,12
LzY09iOm,TRUE,69,resign,black,10+0,tahzeebgunn,1785,juncinmestrella,1840,A40,Englund Gambit,2
wgLrIV1i,TRUE,74,resign,black,10+0,contagemmg,1771,juncinmestrella,1831,A40,Englund Gambit,2
Q9djSJ7y,TRUE,56,mate,black,10+0,juncinmestrella,1844,rissal,1793,C55,Italian Game: Anti-Fried Liver Defense,6
PfHiJEHq,TRUE,78,resign,black,10+0,juncinmestrella,1848,sailor7,2098,B33,Sicilian Defense: Lasker-Pelikan Variation,10
NM3n8HW8,TRUE,74,outoftime,black,10+0,alfredgjoncari,1789,juncinmestrella,1838,C00,French Defense: Schlechter Variation,5
4KVtmZTO,TRUE,27,resign,white,10+0,juncinmestrella,1820,yakiravalkinta,2095,B07,Rat Defense: Accelerated Gurgenidze,6
sKIvK1wg,TRUE,60,mate,black,10+0,benuard,1891,juncinmestrella,1805,C02,French Defense: Advance Variation,8
EYgI7Ijj,TRUE,79,resign,white,10+0,juncinmestrella,1785,yakiravalkinta,2116,B07,Rat Defense: Accelerated Gurgenidze,6
UNV5xhwu,TRUE,49,resign,white,10+0,juncinmestrella,1769,sqs198627,1926,C55,Italian Game: Deutz Gambit,9
hqs3bFL0,TRUE,40,resign,white,10+0,dmekro,1967,juncinmestrella,1775,C00,French Defense: Schlechter Variation,5
78QLmdb2,TRUE,56,outoftime,black,10+0,karmaboanil,1711,juncinmestrella,1766,A02,Bird Opening,1
Tpz9J0LG,TRUE,41,mate,white,10+0,juncinmestrella,1754,craig77,1768,B32,Sicilian Defense: Kalashnikov Variation,10
7xU8cYhd,TRUE,51,resign,white,10+0,knightbane,1756,juncinmestrella,1765,D30,Queen's Gambit Declined: Tarrasch Defense |  Pseudo-Tarrasch,6
UUGlCO5g,TRUE,60,resign,black,10+0,juncinmestrella,1778,revod,1757,C00,French Defense: Knight Variation,3
8TCDKMZ7,FALSE,113,mate,white,5+10,minecraftbook,1225,sy9028,1086,C41,Philidor Defense #2,4
eQuR0iUa,TRUE,30,draw,draw,20+0,neilgally,1211,minecraftbook,1226,C55,Italian Game: Two Knights Defense,6
sAPPO0NR,TRUE,50,resign,black,20+0,minecraftbook,1243,neilgally,1200,C40,King's Pawn Game: Gunderam Gambit,4
2NmbKrZF,TRUE,114,mate,black,10+1,minecraftbook,1256,melibea1964,1298,C46,Four Knights Game: Halloween Gambit,7
AQxOvtoU,TRUE,42,resign,black,10+1,melibea1964,1312,minecraftbook,1237,C50,Giuoco Piano,6
ewj3YMRQ,FALSE,54,mate,black,25+0,flameswarriorq8,1245,minecraftbook,1237,C42,Petrov's Defense,4
d0x10Mrb,FALSE,108,resign,white,15+0,conormac,1335,minecraftbook,1237,C77,Ruy Lopez: Morphy Defense |  Tarrasch Variation,9
64XXxQYK,FALSE,55,resign,white,15+0,minecraftbook,1237,conormac,1335,A40,Mikenas Defense,2
RvwKU5Jg,FALSE,79,mate,white,15+0,conormac,1335,minecraftbook,1237,C42,Russian Game: Three Knights Game,5
xR77JJ1s,FALSE,44,resign,black,5+8,minecraftbook,1237,talforest,1326,D00,Blackmar-Diemer Gambit: Zeller Defense,6
iDFDXqyr,TRUE,66,mate,black,15+0,minecraftbook,1253,peronperon,1262,C46,Three Knights Opening #2,6
OJdny8c3,TRUE,51,resign,white,15+0,minecraftbook,1227,yarikt,1303,D00,Blackmar-Diemer Gambit: Ryder Gambit,9
pszwrU7W,TRUE,53,resign,white,15+0,minecraftbook,1214,marellik,1115,D00,Blackmar-Diemer Gambit: Zeller Defense,6
kHE4YvtF,TRUE,53,outoftime,white,7+3,minecraftbook,1197,tom_tox,1190,B10,Caro-Kann Defense,2
GsaZQNPk,TRUE,60,mate,black,5+5,poetrunner,1176,sesh,1658,D01,Queen's Pawn Game: Chigorin Variation,4
8VrFmBra,TRUE,17,resign,black,5+5,sesh,1678,poetrunner,1017,C41,Philidor Defense #3,5
NnFdUBcx,FALSE,124,resign,white,5+5,arcann01,2186,poetrunner,1017,C41,Philidor Defense,5
qyT9w8hT,FALSE,125,mate,white,10+0,yatrikpatel,1108,poetrunner,1017,C41,Philidor Defense,5
AtAzn0Gd,FALSE,39,resign,white,10+0,du_guitar,2008,poetrunner,1017,C41,Philidor Defense: Exchange Variation #2,7
eupUg3I7,FALSE,42,mate,black,15+4,chess_bros123,1362,mhavgar,2089,A45,Trompowsky Attack,3
XQpnJTdU,FALSE,38,resign,black,5+5,chess_bros123,1362,checkortreats,1657,A45,Trompowsky Attack: Classical Defense |  Big Center Variation,5
b1EqRvlk,FALSE,30,resign,white,5+5,checkortreats,1657,chess_bros123,1362,B22,Sicilian Defense: Alapin Variation,3
VVwme47o,TRUE,4,resign,white,6+4,ruben11131,1804,chess_bros123,1372,C44,King's Knight Opening: Normal Variation,4
WV5JG3yp,TRUE,50,mate,black,10+0,opabinia2401,1453,kachess10204542,1466,C02,French Defense: Advance Variation |  Euwe Variation,10
ETHx6DdC,TRUE,53,resign,white,10+0,kachess10204542,1414,masterbob,1182,C60,Ruy Lopez: Alapin Defense,6
x1Svcl0P,TRUE,59,mate,white,10+0,kachess10204542,1171,quantummequanic,1432,A29,English Opening: King's English Variation |  Four Knights Variation |  Fianchetto Line,7
e49scu5f,FALSE,23,draw,draw,10+0,andersonru,1697,kachess10204542,1171,C50,Italian Game,5
xWukdAh1,TRUE,117,draw,draw,10+0,picklesmcknight,1705,nomaschess,1628,C41,Philidor Defense #3,5
NkHHYNNE,TRUE,88,resign,black,10+0,kaliayev,1567,picklesmcknight,1698,C15,French Defense: Winawer Variation |  Fingerslip Variation,7
iVXYFWIJ,FALSE,39,mate,white,10+5,trrrrillionaire,1401,alimm1382,1467,A20,English Opening: King's English Variation,2
jZM7Znlx,FALSE,29,draw,draw,10+5,trrrrillionaire,1401,niamor,1588,A04,Zukertort Opening: Kingside Fianchetto,2
5dJh0PQr,FALSE,29,resign,black,10+5,niamor,1588,trrrrillionaire,1401,C44,Scotch Game: Vitzthum Attack,11
BWmywPWQ,FALSE,68,mate,black,10+10,trrrrillionaire,1401,jeden94,2252,A07,King's Indian Attack: Yugoslav Variation,8
zQdd79zJ,TRUE,62,mate,black,15+15,trrrrillionaire,1413,iihm12,1401,A04,Zukertort Opening: Pirc Invitation,2
3PPqkjjS,TRUE,58,mate,black,15+15,zuzaramos,1539,trrrrillionaire,1397,A45,Indian Game: Tartakower Attack,3
k0bEYQeZ,TRUE,115,mate,white,15+15,basilou,1445,trrrrillionaire,1407,E61,King's Indian Defense: 3.Nc3,5
neCD61mG,TRUE,52,resign,white,15+15,trrrrillionaire,1394,r-a-p-t-o-r,1659,A08,King's Indian Attack,4
se3vqcyq,TRUE,57,resign,white,15+15,trrrrillionaire,1383,kleinezgull,1384,A04,Zukertort Opening: Queenside Fianchetto Variation,2
oXgxwi0O,TRUE,105,outoftime,white,10+0,urbi-et-orbi,1397,trrrrillionaire,1394,E61,King's Indian Defense,6
UGxihDVG,TRUE,56,resign,black,10+0,trrrrillionaire,1405,fjodo,1402,A04,Zukertort Opening: Pirc Invitation,2
USZUVISN,TRUE,53,resign,white,10+0,arturoperez,1430,trrrrillionaire,1416,C23,Bishop's Opening: Philidor Counterattack,4
B2Q9LZ8r,TRUE,91,mate,white,10+0,currobau,1467,trrrrillionaire,1426,B54,Sicilian Defense #2,6
8P8UkGKg,FALSE,39,mate,white,45+0,trrrrillionaire,1426,matty_sweetnuts,1500,B54,Sicilian Defense #2,6
QqSWsoqj,FALSE,64,resign,black,45+0,matty_sweetnuts,1500,trrrrillionaire,1426,B20,Sicilian Defense: Bowdler Attack,3
wMQrgk0t,FALSE,50,resign,white,20+0,trrrrillionaire,1426,tweakcity,1207,A08,King's Indian Attack: Sicilian Variation,5
EIhw7Ekw,FALSE,27,resign,black,20+0,properdick,1549,trrrrillionaire,1426,B20,Sicilian Defense,2
mBplzBLX,TRUE,56,resign,black,30+0,gaspare954,1464,trrrrillionaire,1413,A00,Hungarian Opening,1
LqWJanHW,FALSE,39,mate,white,20+0,trrrrillionaire,1413,matty_sweetnuts,1500,C20,King's Pawn Game: Leonardis Variation,3
bXnqNDI3,FALSE,62,mate,black,20+0,matty_sweetnuts,1500,trrrrillionaire,1413,B07,Pirc Defense,4
ugwGypUK,FALSE,58,mate,black,10+5,trrrrillionaire,1413,pipealiev,1500,E61,King's Indian Defense: Smyslov Variation,9
gXiwmQQu,FALSE,45,resign,white,9+20,empiretemple,1688,trrrrillionaire,1413,A21,English Opening: King's English Variation |  Kramnik-Shirov Counterattack,4
piajoVET,TRUE,48,mate,black,20+10,vanvanja2009,1220,trrrrillionaire,1407,C60,Ruy Lopez: Cozio Defense,6
QULdQ5WE,FALSE,48,resign,white,30+0,amro15,1500,trrrrillionaire,1407,A43,Franco-Benoni Defense,5
qIjAKuE8,FALSE,26,resign,black,15+10,trrrrillionaire,1407,mozaffar466,1459,D35,Queen's Gambit Declined: Exchange Variation |  Positional Variation,10
zI7YaeRl,FALSE,32,mate,black,15+10,mbbal,1500,trrrrillionaire,1407,A00,Kadas Opening,1
N2Jm7QaA,FALSE,41,resign,white,20+15,sdfsfwesrwfs,1430,trrrrillionaire,1407,C21,Center Game #2,3
nZfKczBO,FALSE,23,resign,white,20+60,horse4203,2139,trrrrillionaire,1407,C26,Vienna Game: Stanley Variation,5
iCqrKPZt,TRUE,48,resign,black,15+15,retep552,1259,lolrager,1184,D30,Queen's Gambit Declined,4
RT6JrVdH,TRUE,67,resign,white,15+15,lolrager,1162,retep552,1273,D32,Tarrasch Defense,6
WRKXRWoI,TRUE,32,resign,black,15+15,retep552,1288,lolrager,1138,D30,Queen's Gambit Declined,4
IiDvaZJu,TRUE,7,resign,black,10+0,lolrager,1154,cantaloop,1191,A40,Horwitz Defense,2
t2GlFtTZ,TRUE,24,resign,black,10+0,lolrager,1159,pete0815,1474,D15,Slav Defense: Three Knights Variation,7
ukyWvLOS,TRUE,23,mate,white,10+0,bemonk,1217,lolrager,1176,B20,Sicilian Defense,2
Hqu8A4N9,TRUE,20,resign,black,10+0,lolrager,1205,sergeiutkin,1257,A41,Old Indian Defense,3
D7y0jtCH,TRUE,122,outoftime,black,10+0,bemonk,1210,lolrager,1183,C20,King's Pawn Game: Wayward Queen Attack,3
q4r3EdZI,TRUE,57,mate,white,5+10,zixi52,1396,scorpio,1131,D02,Queen's Pawn Game: Krause Variation,4
MeJ86Rct,TRUE,19,resign,white,10+10,losteroo,1237,zixi52,1565,C57,Italian Game: Two Knights Defense |  Traxler Counterattack |  Knight Sacrifice Line,9
JkHzVMgg,TRUE,98,mate,black,15+0,zixi52,1753,tokbora,1451,D02,Queen's Pawn Game: Symmetrical Variation,4
qqdwmJyX,TRUE,35,mate,white,15+0,zixi52,1699,tokbora,1457,D02,Queen's Pawn Game: Chigorin Variation,4
JVDhxVQw,FALSE,41,mate,white,10+0,zixi52,1699,getrekt478,1500,C68,Ruy Lopez: Exchange Variation |  Lutikov Variation,8
kgU4IzNb,TRUE,75,mate,white,25+0,zixi52,1500,litvinartem,1545,D02,Queen's Pawn Game: Zukertort Variation,3
agYrEOBF,TRUE,122,mate,black,10+0,hasan_al-banna,1364,cale83,1356,B07,Pirc Defense #5,3
PdTSbmqt,TRUE,8,outoftime,black,10+0,hasan_al-banna,1374,aliagha18,1385,C40,King's Pawn Game: McConnell Defense,4
J71gph8j,TRUE,90,outoftime,black,10+0,sanya66665433,1324,hasan_al-banna,1365,C45,Scotch Game,7
EQuDgTpk,TRUE,46,mate,black,10+0,hasan_al-banna,1376,sadusiek,1370,C10,French Defense: Marshall Variation,6
5zyzlYIk,TRUE,29,resign,black,10+0,onecert,1340,hasan_al-banna,1366,A00,Van't Kruijs Opening,1
ltlIdCf7,TRUE,51,mate,white,10+0,parkerb32,1278,hasan_al-banna,1380,C46,Four Knights Game,6
Zy5zJ6s7,TRUE,39,draw,draw,10+0,shahariar1501074,1250,hasan_al-banna,1382,D00,Queen's Pawn Game,2
K3JuCS9b,TRUE,94,outoftime,black,10+0,hasan_al-banna,1388,karlrossmann,1238,C55,Italian Game: Anti-Fried Liver Defense,6
gMznYgSt,TRUE,129,outoftime,white,10+0,webchessplayer,1301,hasan_al-banna,1401,A04,Zukertort Opening: Sicilian Invitation,2
YJVZJhbX,TRUE,129,outoftime,white,10+0,hasan_al-banna,1390,lopezz,1423,C41,Philidor Defense,5
qelnGcKv,TRUE,38,mate,black,10+0,hasan_al-banna,1403,brainlinks,1321,C40,King's Pawn Game: Gunderam Gambit,4
S8sX587A,TRUE,68,resign,black,10+0,mrmikethe1,1384,hasan_al-banna,1393,D00,Queen's Pawn Game #2,3
FRCJRlH1,TRUE,56,resign,black,10+0,hasan_al-banna,1403,fernanvm,1387,C00,French Defense: Normal Variation,3
iG3eQIg5,TRUE,88,mate,black,10+0,guilis,1381,hasan_al-banna,1393,A04,Zukertort Opening: Black Mustang Defense,2
B6UA5TzQ,TRUE,86,mate,black,10+0,hasan_al-banna,1405,jonjic,1362,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
hh5Sx4z3,TRUE,107,draw,draw,10+0,sedinho,1397,hasan_al-banna,1405,B21,Sicilian Defense: Smith-Morra Gambit #2,3
v8e4T6kZ,TRUE,57,resign,white,10+0,hasan_al-banna,1397,majc,1327,C41,Philidor Defense: Exchange Variation #2,7
6zUtwmrU,TRUE,13,resign,white,10+0,ronmexico90,1374,hasan_al-banna,1408,A00,Van't Kruijs Opening,1
5buJ0IDu,TRUE,82,resign,black,10+0,hasan_al-banna,1414,gemyej,1594,B02,Alekhine Defense: Scandinavian Variation,4
ICFjVzHU,TRUE,63,mate,white,10+0,rahidd,1306,hasan_al-banna,1429,D00,Queen's Pawn Game,2
AelmoJUj,TRUE,40,resign,black,10+0,hasan_al-banna,1423,kondrat70,1610,C55,Italian Game: Anti-Fried Liver Defense,6
g7Agh37v,TRUE,42,resign,white,10+0,omnivoid,1463,hasan_al-banna,1432,A00,Mieses Opening,1
